2.702281996607780457e-02	-1.745280772447586060e-01	-1.708623170852661133e-01	1.900625228881835938e-02	-5.530719161033630371e-01	-2.825210690498352051e-01	1.258403249084949493e-02	-6.812965869903564453e-02	1.734244972467422485e-01	2.700399458408355713e-01
-1.801684945821762085e-01	-4.219657182693481445e-01	-3.057861030101776123e-01	-1.877875477075576782e-01	-7.215892672538757324e-01	-1.402080655097961426e-01	2.863231599330902100e-01	-3.423734307289123535e-01	-1.730948090553283691e-01	-2.191830612719058990e-02
-3.745089098811149597e-02	3.424237668514251709e-01	-1.398893356323242188e+00	1.355389595031738281e+00	3.342504426836967468e-02	-5.634946227073669434e-01	-5.962935686111450195e-01	-8.149843662977218628e-02	6.123933792114257812e-01	-1.202493190765380859e+00
-1.779705137014389038e-01	-2.619825899600982666e-01	4.045590460300445557e-01	-1.685198582708835602e-02	-1.290441274642944336e+00	-1.046496555209159851e-01	4.821750521659851074e-01	-1.536709308624267578e+00	-8.927959799766540527e-01	-3.851350545883178711e-01
-1.207256391644477844e-01	-8.936286717653274536e-02	-3.711702525615692139e-01	9.566704183816909790e-02	2.285617217421531677e-02	-4.908198118209838867e-02	1.501695662736892700e-01	-2.344655841588973999e-01	-7.323154807090759277e-02	-1.203972548246383667e-01
4.799060821533203125e-01	-2.742486894130706787e-01	-1.082313358783721924e-01	2.787521854043006897e-02	1.724429279565811157e-01	7.101010531187057495e-02	3.425787389278411865e-01	-8.109218627214431763e-02	4.691193103790283203e-01	7.495757937431335449e-02
1.243175938725471497e-01	-3.038473427295684814e-01	-7.183235883712768555e-02	2.551666498184204102e-01	6.748290732502937317e-03	-3.626479804515838623e-01	2.941981703042984009e-02	2.400285452604293823e-01	3.177106082439422607e-01	2.216084897518157959e-01
7.049771547317504883e-01	-4.753212630748748779e-01	-5.037351250648498535e-01	-1.163369417190551758e-02	-1.409978717565536499e-01	1.169653609395027161e-01	-2.871065586805343628e-02	-1.594552695751190186e-01	4.471313655376434326e-01	-9.211499243974685669e-02
8.681013435125350952e-02	-2.737036943435668945e-01	1.282671242952346802e-01	-8.537688106298446655e-02	-5.455816537141799927e-02	-4.402114748954772949e-01	3.399807512760162354e-01	3.139196038246154785e-01	2.058271020650863647e-01	3.281776309013366699e-01
-1.426709629595279694e-02	-3.445559144020080566e-01	-1.971124112606048584e-01	6.048863008618354797e-02	1.848220229148864746e-01	-1.231646910309791565e-01	3.859666641801595688e-03	2.215640693902969360e-01	4.630735814571380615e-01	-3.189009055495262146e-02
