-8.003243803977966309e-01	-1.163229465484619141e+00	-3.833137154579162598e-01	6.592997908592224121e-01	-8.820983767509460449e-01	-1.241538882255554199e+00	-9.056399762630462646e-02	1.885446310043334961e+00	1.456452459096908569e-01	1.290076076984405518e-01
1.603463143110275269e-01	-3.920648097991943359e-01	-1.787759661674499512e-01	-1.923521608114242554e-01	-7.818500697612762451e-02	2.626513838768005371e-01	-1.351439207792282104e-01	7.511631250381469727e-01	-6.055878996849060059e-01	-8.589289188385009766e-01
3.872008323669433594e-01	-6.829612255096435547e-01	3.491295576095581055e-01	1.714254319667816162e-01	-2.547233998775482178e-01	-3.905638456344604492e-01	6.457199454307556152e-01	-1.170982345938682556e-01	1.767467409372329712e-01	-7.223541736602783203e-01
-2.652752697467803955e-01	4.294406473636627197e-01	5.746231079101562500e-01	-3.922148048877716064e-02	-7.513871788978576660e-01	-3.972810506820678711e-01	-1.757100597023963928e-02	2.924511730670928955e-01	1.345790922641754150e-01	-2.972894608974456787e-01
-4.183323085308074951e-01	-3.187509775161743164e-01	2.181367278099060059e-01	9.273737072944641113e-01	6.037737131118774414e-01	3.292555510997772217e-01	-4.251630902290344238e-01	1.002294182777404785e+00	-2.203010469675064087e-01	2.216143310070037842e-01
-8.332147002220153809e-01	-3.365418910980224609e-01	4.563059508800506592e-01	-4.253154695034027100e-01	-1.618069037795066833e-02	-4.927637577056884766e-01	-4.621187150478363037e-01	-7.347655296325683594e-01	-2.366428375244140625e-01	8.341055512428283691e-01
1.063830927014350891e-01	5.185999348759651184e-02	-2.181597501039505005e-01	2.288973331451416016e-02	-7.510200738906860352e-01	-2.439132779836654663e-01	-6.640241742134094238e-01	2.056125253438949585e-01	9.004610031843185425e-02	-1.744707822799682617e-01
4.574814736843109131e-01	6.135439276695251465e-01	-1.736321672797203064e-02	-2.255225926637649536e-01	-9.637606143951416016e-01	-2.038948535919189453e-01	-6.252053380012512207e-01	6.311860680580139160e-02	-1.646991819143295288e-02	3.598095774650573730e-01
-6.869448423385620117e-01	-1.465024054050445557e-01	-1.271553635597229004e-01	1.098867416381835938e+00	-7.516637444496154785e-01	1.626001149415969849e-01	4.794254601001739502e-01	-1.929988712072372437e-01	-2.587557733058929443e-01	-6.253869533538818359e-01
-2.356908917427062988e-01	-7.612414956092834473e-01	-2.545616924762725830e-01	-1.795749217271804810e-01	-6.648454070091247559e-01	3.825789988040924072e-01	3.303327560424804688e-01	-6.075596809387207031e-01	-6.916873455047607422e-01	1.883781850337982178e-01
3.247831761837005615e-02	3.490963876247406006e-01	-3.186661303043365479e-01	7.394494414329528809e-01	-7.497633248567581177e-02	3.207400739192962646e-01	1.130127787590026855e+00	2.755248546600341797e-01	5.042582750320434570e-01	-4.793136417865753174e-01
5.511138439178466797e-01	2.776744067668914795e-01	-2.807024717330932617e-01	6.049892902374267578e-01	6.083102226257324219e-01	3.311112225055694580e-01	-6.756011843681335449e-01	6.832911968231201172e-01	1.262576878070831299e-01	-5.906631350517272949e-01
-8.164467215538024902e-01	-8.625872731208801270e-01	5.190710425376892090e-01	7.656279802322387695e-01	-7.093241214752197266e-01	6.337980628013610840e-01	-3.895173966884613037e-01	2.389358170330524445e-02	-1.382113397121429443e-01	-6.822279691696166992e-01
1.166026368737220764e-01	6.058533787727355957e-01	9.080528616905212402e-01	3.008486144244670868e-02	7.616564035415649414e-01	-4.769643843173980713e-01	1.024417519569396973e+00	1.317915678024291992e+00	2.607636451721191406e-01	-9.254565834999084473e-01
-6.817352175712585449e-01	1.858913302421569824e-01	1.660219311714172363e+00	-5.692144632339477539e-01	-1.290310025215148926e+00	-4.493109583854675293e-01	-4.568718075752258301e-01	7.984833121299743652e-01	9.619937092065811157e-02	-7.644791603088378906e-01
-4.273129403591156006e-01	-1.140229344367980957e+00	7.670385837554931641e-01	8.077699542045593262e-01	1.791331768035888672e-01	4.600972533226013184e-01	-8.495604991912841797e-01	7.991541028022766113e-01	5.884289145469665527e-01	-9.457559883594512939e-02
6.743650436401367188e-01	8.535518646240234375e-01	5.254562944173812866e-03	4.248405098915100098e-01	-9.046647548675537109e-01	8.213425278663635254e-01	-3.456514179706573486e-01	-8.272134661674499512e-01	-2.774132490158081055e-01	-8.282387852668762207e-01
-3.337019979953765869e-01	-1.642065942287445068e-01	-8.187705278396606445e-01	-2.545295059680938721e-01	1.309541761875152588e-01	-2.410981059074401855e-01	-3.068014979362487793e-01	3.939693421125411987e-02	3.769421875476837158e-01	3.251107931137084961e-01
1.515945941209793091e-01	-2.822420299053192139e-01	-3.777288198471069336e-01	-8.278015851974487305e-01	5.590868592262268066e-01	3.244368135929107666e-01	6.339844316244125366e-02	-1.006986379623413086e+00	1.965821236371994019e-01	8.792529106140136719e-01
2.303859293460845947e-01	2.925913035869598389e-01	1.090824156999588013e-01	-1.603754609823226929e-02	7.076175808906555176e-01	7.172074317932128906e-01	4.990336894989013672e-01	-4.474484622478485107e-01	2.667163908481597900e-01	-4.031764268875122070e-01
-3.721691966056823730e-01	-7.260691523551940918e-01	-5.764841437339782715e-01	5.549306515604257584e-03	2.210495024919509888e-01	9.052021801471710205e-02	4.545260667800903320e-01	-6.744648218154907227e-01	-7.003004550933837891e-01	6.997908651828765869e-02
1.090175583958625793e-01	2.086075395345687866e-01	-3.035540282726287842e-01	8.841481804847717285e-02	2.668837606906890869e-01	-5.989856123924255371e-01	-2.581891417503356934e-01	-4.159717261791229248e-01	-8.451701141893863678e-03	-1.530193686485290527e-01
-8.793614804744720459e-02	-1.048910617828369141e-01	2.570610046386718750e-01	-4.065369963645935059e-01	-6.067172288894653320e-01	-4.969285726547241211e-01	-3.528968989849090576e-01	2.398177683353424072e-01	2.234833836555480957e-01	5.786167457699775696e-02
3.527990281581878662e-01	-2.331164926290512085e-01	-2.992773950099945068e-01	7.655452489852905273e-01	3.276033401489257812e-01	3.864456117153167725e-01	-5.383639335632324219e-01	-6.326867341995239258e-01	1.308510154485702515e-01	-6.820920705795288086e-01
1.596882045269012451e-01	-1.532755196094512939e-01	2.475009709596633911e-01	4.196000695228576660e-01	-1.327183604240417480e+00	-1.982937455177307129e-01	-1.547347187995910645e+00	-7.269803900271654129e-03	-4.899653494358062744e-01	-1.085087954998016357e-01
4.689010977745056152e-02	6.383877992630004883e-02	-4.114993382245302200e-03	-1.966165155172348022e-01	-7.879031300544738770e-01	-4.539845883846282959e-01	-5.322998762130737305e-01	1.572667509317398071e-01	6.419930607080459595e-02	-7.658617943525314331e-02
-4.040831327438354492e-02	1.735337972640991211e-01	6.155966967344284058e-02	-3.121079504489898682e-01	-8.307199478149414062e-01	-1.377174817025661469e-02	-5.330919623374938965e-01	2.851212918758392334e-01	-2.874285541474819183e-02	-1.541650295257568359e-01
